"log_return"
-0.0167903
0.0009777
-0.0198437
0.0021313
-0.0187615
0.0115494
0.0092058
-0.0193876
0.01354
-0.0219192
-0.0027997
-0.0249309
-0.0049393
-0.0106446
0.0246681
0.0087989
-0.0139465
0.0143729
0.007755
-0.0030068
0.0165411
0.0073113
-0.0085136
-0.0350393
0.0038369
-0.0053109
0.00474
0.0108398
0.0143493
-0.0140608
-0.0023272
-0.0008904
0.0072717
-0.0115704
0.0078426
0.0151659
0.0090834
0.0007376
-0.00887
-0.0254185
-0.0006107
-0.0036858
0.0033668
-0.0176664
-0.0122588
-0.0129934
0.0348748
-0.0038381
0.0029271
-0.016156
0.001769
0.0345129
-0.023927
0.0213949
0.01504
-0.001279
-0.0087949
-0.0097391
-0.0070199
0.0037983
0.0314242
-0.0035974
0.0013561
-0.0013164
0.0002387
-0.0028576
-0.0039182
0.0043586
-0.0206019
-0.0018971
0.0048986
0.0205597
9.67e-05
0.0179723
-0.0018961
-0.0082042
0.0033739
0.0066945
0.003334
-0.0015611
-0.0030976
-0.0009208
0.0147017
0.003698
-0.0068128
0.0039469
-0.0159848
0.0040832
-0.0094407
0.0101811
-0.0034331
0.0051457
0.0072829
-0.0004512
0.0031797
-0.0154299
-0.017892
0.0019368
-0.0116304
0.0054914
0.0036338
0.0041354
-0.0006248
-0.0106993
-0.008108
-0.0009978
0.0171215
-0.0318103
0.0057583
0.0007684
-0.0169032
0.0047727
0.0135607
-0.0031143
-0.0089058
-0.0108512
0.002825
-0.0184395
-2.79e-05
-0.002954
0.0003726
-0.0308132
-0.0093782
0.0003084
0.0028374
-0.0147584
0.0064904
-0.0050248
0.013464
-0.0210174
0.0072915
-0.0115077
-0.0040937
-0.008416
0.0249308
0.0182832
0.0043508
-0.0025458
0.0117176
0.002572
-0.0246382
0.0018847
-0.0212978
0.0236581
0.0161989
-0.0179147
-0.0045541
-0.0037301
0.0289645
0.0034635
-0.0194605
0.0261514
0.0040847
-0.011943
-0.0094506
0.0071684
0.0037782
-0.0156024
-0.0114633
0.0060511
0.0011187
0.0171613
-0.0210146
0.0023352
0.0078236
0.0183202
-0.0147231
-0.0023451
0.0013848
-0.0303397
0.0029211
0.0254971
-0.0246267
0.0033947
0.0145175
-0.0010255
